Leave already have been assigned for this Leave Policy Assignment,As licenças já foram atribuídas para esta atribuição de política de licença
Leave and Expense Claim Settings,Configurações de Licença e Solicitação de Despesas
Leave of type {0} cannot be longer than {1}.,A licença do tipo {0} não pode exceder {1}.
Leave(s) Expired,Licença(s) expirada(s)
Leave(s) Pending Approval,Licença(s) pendente(s) de aprovação
Leave(s) Taken,Licença(s) utilizada(s)
Leaves & Holidays,Férias e Feriados
Leaves Expired,Férias Expiradas
Leaves Pending Approval,Férias Pendentes de Aprovação
Leaves for the Leave Type {0} won't be carry-forwarded since carry-forwarding is disabled.,As férias do tipo {0} não serão transferidas, pois a opção de transferência está desativada.
Leaves you can avail against a holiday you worked on. You can claim Compensatory Off Leave using Compensatory Leave Request. Click {0} to know more,Férias que você pode usufruir em compensação por um feriado trabalhado. Você pode solicitar Licença Compensatória através do Pedido de Licença Compensatória. Clique em {0} para saber mais
Lime,Lima
Link the cycle and tag KRA to your goal to update the appraisal's goal score based on the goal progress,Vincule o ciclo e marque KRA à sua meta para atualizar a pontuação da meta da avaliação com base no progresso da meta
Linked Project {} and Tasks deleted.,Projeto vinculado {} e tarefas excluídas.
Loan Account,Conta de empréstimo
Loan Product,Produto de empréstimo
Loan Repayment,Reembolso de Empréstimo
Loan cannot be repayed from salary for Employee {0} because salary is processed in currency {1},O empréstimo não pode ser reembolsado com base no salário do Funcionário {0} porque o salário é processado na moeda {1}
Login Failed,Falha no login
Lower Range,Faixa inferior
Make Bank Entry,Faça entrada bancária
Mandatory fields required for this action:,Campos obrigatórios para esta ação:
Mandatory fields required in {0},Campos obrigatórios exigidos em {0}
Manual Rating,Classificação manual
Mark Auto Attendance on Holidays,Marcar atendimento automático em feriados
Mark as Completed,Marcar como concluído
Mark as In Progress,Marcar como em andamento
Mark as {0},Marcar como {0}
Mark attendance as {0} for {1} on selected dates?,Marcar presença como {0} para {1} nas datas selecionadas?
Mark attendance for existing check-in/out logs before changing shift settings,Marque a presença nos registros de check-in/out existentes antes de alterar as configurações de turno
Mark {0} as Completed?,Marcar {0} como concluído?
Mark {0} {1} as {2}?,Marcar {0} {1} como {2}?
Marking Attendance,Marcando Presença
Maximum Consecutive Leaves Allowed,Máximo de Dias Consecutivos de Férias Permitidos
Maximum Consecutive Leaves Exceeded,Máximo de Dias Consecutivos de Férias Excedido
Maximum Encashable Leaves,Máximo de Dias de Férias Convertíveis em Pagamento
Maximum Leave Allocation Allowed per Leave Period,Alocação máxima de férias permitida por período de licença
Maximum annual taxable income eligible for full tax relief. No tax is applied if income does not exceed this limit,Rendimento tributável anual máximo elegível para redução fiscal total. Nenhum imposto é aplicado se a renda não exceder esse limite
Maximum benefit of employee {0} exceeds {1} by the sum {2} of benefit application pro-rata component amount and previous claimed amount,O benefício máximo do funcionário {0} excede {1} pela soma {2} do valor do componente proporcional do pedido de benefício e do valor reivindicado anteriormente
Maximum benefit of employee {0} exceeds {1} by the sum {2} of previous claimed amount,O benefício máximo do funcionário {0} excede {1} pela soma {2} do valor reivindicado anteriormente
Maximum encashable leaves for {0} are {1},O máximo de licenças resgatáveis para {0} é {1}
Minimum Year for Gratuity,Ano mínimo para gorjeta
Minimum working days required since Date of Joining to apply for this leave,Dias úteis mínimos exigidos desde a data de adesão para solicitar esta licença
Missing Advance Account,Falta de conta antecipada
Missing Field,Campo ausente
Missing Fields,Campos ausentes
Missing Mandatory Field,Campo obrigatório ausente
Missing Opening Entries,Entradas de abertura ausentes
Missing Relieving Date,Data de alívio ausente
Missing Salary Components,Componentes salariais ausentes
Missing Tax Slab,Placa fiscal ausente
Month To Date,Do mês até a data
Month To Date(Company Currency),Acumulado no mês (moeda da empresa)
More,Mais
Multiple Additional Salaries with overwrite property exist for Salary Component {0} between {1} and {2}.,Existem vários salários adicionais com propriedade de substituição para o componente salarial {0} entre {1} e {2}.
Multiple Shift Assignments,Atribuições de múltiplos turnos
My Account,Minha conta
Name error,Erro de nome
Net Pay (Company Currency),Pagamento líquido (moeda da empresa)
Net Pay Info,Informações de pagamento líquido
New Feedback,Novos comentários
New Leave(s) Allocated,Nova(s) licença(s) alocada(s)
New shift assignments will be created after this date.,Novas atribuições de turno serão criadas após esta data.
No Employees Selected,Nenhum funcionário selecionado
No Interview has been scheduled.,Nenhuma entrevista foi agendada.
No Leave Period Found,Nenhum período de licença encontrado
No Salary Slip found for Employee: {0},Nenhum comprovante de salário encontrado para o funcionário: {0}
No Salary Structure Assignment found for employee {0} on or before {1},Nenhuma atribuição de estrutura salarial encontrada para o funcionário {0} em ou antes de {1}
No Salary Structure assigned to Employee {0} on the given date {1},Nenhuma estrutura salarial atribuída ao funcionário {0} na data especificada {1}
No Salary Structures,Sem estruturas salariais
No Shift Requests Selected,Nenhuma solicitação de turno selecionada
No active employee found associated with the email ID {0}. Try logging in with your employee email ID or contact your HR manager for access.,Nenhum funcionário ativo encontrado associado ao ID de e-mail {0}. Tente fazer login com seu ID de e-mail de funcionário ou entre em contato com seu gerente de RH para obter acesso.
No applicable Earning component found in last salary slip for Gratuity Rule: {0},Nenhum componente de ganho aplicável foi encontrado no último comprovante de salário para a regra de gratificação: {0}
No applicable Earning components found for Gratuity Rule: {0},Nenhum componente de ganho aplicável foi encontrado para a regra de gratificação: {0}
No applicable slab found for the calculation of gratuity amount as per the Gratuity Rule: {0},Nenhuma laje aplicável foi encontrada para o cálculo do valor da gorjeta de acordo com a Regra de Gratificação: {0}
No attendance records found for this criteria.,Nenhum registro de frequência encontrado para este critério.
No attendance records found.,Nenhum registro de presença encontrado.
No attendance records to create,Não há registros de presença para criar
No changes found in timings.,Nenhuma alteração encontrada nos horários.
No employees found,Nenhum funcionário encontrado
No employees found for the mentioned criteria:<br>Company: {0}<br> Currency: {1}<br>Payroll Payable Account: {2},Nenhum funcionário encontrado para os critérios mencionados:<br>Empresa: {0}<br> Moeda: {1}<br>Conta a pagar da folha de pagamento: {2}
No employees found for the selected criteria,Nenhum funcionário encontrado para os critérios selecionados
No employees found with selected filters and active salary structure,Nenhum funcionário encontrado com filtros selecionados e estrutura salarial ativa
No feedback has been received yet,Nenhum feedback foi recebido ainda
No items selected,Nenhum item selecionado
No leaves have been allocated.,Nenhuma licença foi alocada.
No of. Positions,Não de. Posições
No valid shift found for log time,Nenhum turno válido encontrado para o horário de registro
No {0} Selected,Nenhum {0} selecionado
Non Taxable Earnings,Lucros não tributáveis
Non-Billed Hours,Horas não faturadas
Non-Billed Hours (NB),Horas Não Faturadas (NB)
Non-Encashable Leaves,Licenças não monetizáveis
Note: Shift will not be overwritten in existing attendance records,Nota: O turno não será substituído nos registros de presença existentes
Note: Total allocated leaves {0} shouldn't be less than already approved leaves {1} for the period,Nota: O total de licenças alocadas {0} não deve ser inferior às licenças já aprovadas {1} para o período
"Note: Your salary slip is password protected, the password to unlock the PDF is of the format {0}.","Obs: Seu comprovante de salário é protegido por senha, a senha para desbloquear o PDF é no formato {0}."
Notification Template,Modelo de notificação
Number of Withholding Cycles,Número de ciclos de retenção
Number of leaves eligible for encashment based on leave type settings,Número de licenças elegíveis para cobrança com base nas configurações de tipo de licença
Obtained Average Rating,Classificação média obtida
Odometer Value,Valor do odômetro
Off-Shift,Fora do turno
Off-shift,Fora do turno
Offer Terms,Termos da oferta
Onboarding Activities,Atividades de integração
Onboarding Begins On,A integração começa em
Only Completed documents can be submitted,Somente documentos preenchidos podem ser enviados
Only Employee Grievance with status {0} or {1} can be submitted,Somente reclamações de funcionários com status {0} ou {1} podem ser enviadas
Only Interviewer Are allowed to submit Interview Feedback,Somente o entrevistador pode enviar feedback da entrevista
Only Interviews with Cleared or Rejected status can be submitted.,Somente entrevistas com status Liberado ou Rejeitado podem ser enviadas.
Only interviewers can submit feedback,Somente entrevistadores podem enviar feedback
Only {0} Goals can be {1},Somente {0} metas podem ser {1}
Open & Approved,Aberto e aprovado
Open Feedback,Comentários abertos
Open Now,Abra agora
Opening Balances,Saldos iniciais
Opening closed.,Abertura fechada.
Optional Leaves are holidays that Employees can choose to avail from a list of holidays published by the company.,As Férias Facultativas são feriados que os Colaboradores podem optar por usufruir a partir de uma lista de feriados publicada pela empresa.
Organizational Chart,Organograma
Out of 5,De 5
Over Allocation,Sobrealocação
Overall Average Rating,Classificação média geral
Overlapping Attendance Request,Solicitação de presença sobreposta
Overlapping Shift Attendance,Sobreposição de presença em turnos
Overlapping Shift Requests,Sobreposição de solicitações de turno
Overlapping Shifts,Sobreposição de turnos
PWA Notification,Notificação PWA
Paid via Salary Slip,Pago via comprovante de salário
Parent Goal,Meta pai
Partly Claimed and Returned,Parcialmente reivindicado e devolvido
Pay Via Payment Entry,Pague via entrada de pagamento
Pay via Salary Slip,Pague via comprovante de salário
Payable Account is mandatory to submit an Expense Claim,A conta a pagar é obrigatória para enviar um relatório de despesas
Payment Date,Data de pagamento
Payment Days Calculation Help,Ajuda para cálculo de dias de pagamento
Payment Days Dependency,Dependência de dias de pagamento
Payment Days calculations are based on these Payroll Settings,Os cálculos dos dias de pagamento são baseados nestas configurações de folha de pagamento
Payment and Accounting,Pagamento e Contabilidade
Payroll Based On,Folha de pagamento baseada em
Payroll Cost Center,Centro de Custo da Folha de Pagamento
Payroll Cost Centers,Centros de custos de folha de pagamento
Payroll Entry cancellation is queued. It may take a few minutes,O cancelamento da entrada da folha de pagamento está na fila. Pode demorar alguns minutos
Payroll Info,Informações da folha de pagamento
Payroll Payable Account,Conta a pagar de folha de pagamento
Pending (unpaid) amount from previous advances,Valor pendente (não pago) de adiantamentos anteriores
Pending Asset Returns,Devoluções de ativos pendentes
Pending FnF,FnF pendente
Pending Interviews,Entrevistas pendentes
Pending Questionnaires,Questionários pendentes
Pink,Rosa
Please Enable Auto Attendance and complete the setup first.,Ative o atendimento automático e conclua a configuração primeiro.
Please Select Company First,Selecione a empresa primeiro
Please add the remaining benefits {0} to the application as pro-rata component,Adicione os benefícios restantes {0} à inscrição como componente proporcional
Please assign a Salary Structure for Employee {0} applicable from or before {1} first,Atribua primeiro uma estrutura salarial para o funcionário {0} aplicável a partir de ou antes de {1}
Please check if employee is on leave or attendance with the same status exists for selected day(s).,Verifique se o funcionário está de licença ou se existe presença com o mesmo status no(s) dia(s) selecionado(s).
Please create a new {0} for the date {1} first.,Crie primeiro um novo {0} para a data {1}.
Please delete the Employee {0} to cancel this document,Exclua o Funcionário {0} para cancelar este documento
Please reduce {0} to avoid shift time overlapping with itself,Reduza {0} para evitar que o horário do turno se sobreponha a si mesmo
Please see attachment,Por favor veja anexo
Please select From Date and Payroll Frequency first,Selecione a data inicial e a frequência da folha de pagamento primeiro
Please select From Date.,Selecione Da data.
Please select Shift Schedule and assignment date(s).,Selecione o horário do turno e a(s) data(s) de atribuição.
Please select Shift Type and assignment date(s).,Selecione o tipo de turno e a(s) data(s) da atribuição.
Please select a company first,Selecione uma empresa primeiro
Please select a company first.,Selecione uma empresa primeiro.
Please select a date.,Selecione uma data.
Please select an Applicant,Selecione um candidato
Please select at least one Shift Request to perform this action.,Selecione pelo menos uma solicitação de turno para executar esta ação.
Please select at least one employee to perform this action.,Selecione pelo menos um funcionário para realizar esta ação.
Please select at least one row to perform this action.,Selecione pelo menos uma linha para executar esta ação.
Please select company.,Por favor selecione a empresa.
Please select employee first,Selecione o funcionário primeiro
Please select employees to create appraisals for,Selecione funcionários para criar avaliações para
Please select half day attendance status.,Selecione o status de participação de meio dia.
Please select month and year.,Selecione mês e ano.
Please select the Appraisal Cycle first.,Selecione primeiro o Ciclo de Avaliação.
Please select the attendance status.,Selecione o status de atendimento.
Please select the employees you want to mark attendance for.,Selecione os funcionários para os quais deseja marcar presença.
Please select the salary slips to email,Selecione os comprovantes de salário para enviar por e-mail
"Please set ""Default Payroll Payable Account"" in Company Defaults","Defina ""Conta de folha de pagamento padrão"" nos padrões da empresa"
Please set Basic and HRA component in Company {0},Defina os componentes Básico e HRA na Empresa {0}
Please set Earning Component for Leave type: {0}.,Defina o componente de ganho para o tipo de licença: {0}.
Please set Relieving Date for employee: {0},Defina a data de demissão para o funcionário: {0}
Please set a Default Cash Account in Company defaults,Defina uma conta de caixa padrão nos padrões da empresa
Please set account in Salary Component {0},Defina a conta no Componente Salarial {0}
Please set the Appraisal Template for all the {0} or select the template in the Employees table below.,Defina o modelo de avaliação para todos os {0} ou selecione o modelo na tabela Funcionários abaixo.
Please set the Holiday List.,"Por favor, defina a lista de feriados."
Please set the relieving date for employee {0},Defina a data de demissão para o funcionário {0}
Please set {0} and {1} in {2}.,Defina {0} e {1} em {2}.
Please set {0} for Employee {1},Defina {0} para o Funcionário {1}
Please set {0} for the Employee: {1},Defina {0} para o Funcionário: {1}
Please set {0}.,Defina {0}.
Please specify the job applicant to be updated.,Especifique o candidato ao emprego a ser atualizado.
"Please specify {0} and {1} (if any), for the correct tax calculation in future salary slips.","Especifique {0} e {1} (se houver), para o cálculo correto do imposto em futuros comprovantes de salário."
Please submit the {0} before marking the cycle as Completed,Envie o {0} antes de marcar o ciclo como Concluído
Posted On,Postado em
Posting date,Data de postagem
Present Records,Registros atuais
Prevent self approval for expense claims even if user has permissions,"Impedir a autoaprovação de declarações de despesas, mesmo que o usuário tenha permissões"
Prevent self approval for leaves even if user has permissions,Impedir a autoaprovação de licenças mesmo que o usuário tenha permissões
Principal Amount,Valor principal
Printed On {0},Impresso em {0}
Process Payroll Accounting Entry based on Employee,Processar lançamento contábil da folha de pagamento com base no funcionário
Process Requests,Processar Solicitações
Process Shift Requests,Solicitações de mudança de processo
Process leave encashment via a separate Payment Entry instead of Salary Slip,Processar o pagamento de licenças por meio de uma entrada de pagamento separada em vez do comprovante de salário
Process {0} Shift Request(s) as <b>{1}</b>?,Processar {0} solicitações de turno como <b>{1}</b>?
Processing Requests,Processando Solicitações
Processing Requests...,Processando Solicitações...
Processing of Shift Requests has been queued. It may take a few minutes.,O processamento de solicitações de turno foi enfileirado. Pode demorar alguns minutos.
Profit,Lucro
Publish Applications Received,Publicar inscrições recebidas
Publish Salary Range,Publicar faixa salarial
Purpose & Amount,Finalidade e Quantidade
Questionnaire Email Sent,Questionário enviado por e-mail
Quick Filters,Filtros rápidos
Quick Links,Links rápidos
Radius within which check-in is allowed (in meters),Raio dentro do qual o check-in é permitido (em metros)
Rate Goals Manually,Avaliar metas manualmente
Rating Criteria,Critérios de classificação
Ratings,Avaliações
Reason for Requesting,Motivo da solicitação
Reason for Withholding Salary,Motivo da retenção de salário
Reason for skipping auto attendance:,Motivo para pular o atendimento automático:
Recent Attendance Requests,Solicitações de participação recentes
Recent Expenses,Despesas recentes
Recent Leaves,Licenças recentes
Recent Shift Requests,Solicitações de turno recentes
Recommended for a single biometric device / checkins via mobile app,Recomendado para um único dispositivo biométrico/checkins via aplicativo móvel
Recover Cost,Recuperar custo
Reducing maximum leaves allowed after allocation may cause scheduler to allocate incorrect number of earned leaves. Proceed with caution.,A redução do número máximo de licenças permitidas após a alocação pode fazer com que o agendador aloque um número incorreto de licenças ganhas. Proceda com cautela.
Reference: {0},Referência: {0}
Referral Bonus Payment Status,Status de pagamento do bônus de indicação
Referral Details,Detalhes de referência
Referrer,Referenciador
Referrer Details,Detalhes do referenciador
Referrer Name,Nome do referenciador
Reflections,Reflexões
Reject,Rejeitar
Reject Employee Referral,Rejeitar indicação de funcionário
Release Withheld Salaries,Liberar salários retidos
Released,Lançado
Relieving Date ,Data de alívio
Relieving Date Missing,Alívio de data ausente
Reminders,Lembretes
Remove if Zero Valued,Remover se tiver valor zero
Repay From Salary,Reembolsar do salário
Repay Unclaimed Amount from Salary,Reembolsar valor não reclamado do salário
Repeat On Days,Repetir em dias
Reports To,Relatórios para
Request Attendance,Solicitar presença
Request a Leave,Solicite uma licença
Request a Shift,Solicite um turno
Requested By,Solicitado por
Requested By (Name),Solicitado por (Nome)
Required Skills,Habilidades necessárias
Reschedule Interview,Reagendar Entrevista
Restrict Backdated Leave Application,Restringir pedido de licença retroativo
Resume Link,Link de currículo
Resume link,Link de currículo
Retained,Retido
Retirement Age (In Years),Idade de aposentadoria (em anos)
Return amount cannot be greater than unclaimed amount,O valor devolvido não pode ser maior que o valor não reclamado
Review various other settings related to Employee Leaves and Expense Claim,Revise várias outras configurações relacionadas a licenças de funcionários e relatório de despesas
Reviewer,Revisor
Reviewer Name,Nome do revisor
Revised CTC,CTC revisado
Roster,Lista
Roster Color,Cor da lista
Round Name,Nome redondo
Round off Work Experience,Completar a experiência de trabalho
Route to the custom Job Application Webform,Direcione para o formulário on-line de solicitação de emprego personalizado
Row #{0}: The {1} Component has the options {2} and {3} enabled.,Linha #{0}: O componente {1} tem as opções {2} e {3} ativadas.
Row #{0}: Timesheet amount will overwrite the Earning component amount for the Salary Component {1},Linha #{0}: o valor do quadro de horários substituirá o valor do componente de ganhos do componente de salário {1}
Row No {0}: Amount cannot be greater than the Outstanding Amount against Expense Claim {1}. Outstanding Amount is {2},Linha nº {0}: O valor não pode ser maior que o valor pendente da declaração de despesas {1}. O valor pendente é {2}
Row {0}# Paid Amount cannot be greater than Encashment amount,Linha {0}# Valor pago não pode ser maior que o valor do saque
Row {0}# Paid Amount cannot be greater than Total amount,Linha {0}# Valor pago não pode ser maior que o valor total
Row {0}: From (Year) can not be greater than To (Year),Linha {0}: De (Ano) não pode ser maior que Até (Ano)
Row {0}: Goal Score cannot be greater than 5,Linha {0}: a pontuação da meta não pode ser maior que 5
Row {0}: Paid amount {1} is greater than pending accrued amount {2} against loan {3},Linha {0}: O valor pago {1} é maior que o valor acumulado pendente {2} contra o empréstimo {3}
Row {0}: {1},Linha {0}: {1}
Rules,Regras
Salary Component ,Componente Salarial
Salary Component {0} is currently not used in any Salary Structure.,O Componente Salarial {0} atualmente não é usado em nenhuma Estrutura Salarial.
Salary Expectation,Expectativa salarial
Salary Paid Per,Salário pago por
Salary Range,Faixa salarial
Salary Slip,Comprovante de Salário
Salary Slip Leave,Licença de recibo de salário
Salary Slip already exists for {0} for the given dates,Já existe comprovante de salário de {0} para as datas indicadas
Salary Slip creation is queued. It may take a few minutes,A criação do comprovante de salário está na fila. Pode demorar alguns minutos
Salary Slip submission is queued. It may take a few minutes,O envio do comprovante de salário está na fila. Pode demorar alguns minutos
Salary Slip {0} failed for Payroll Entry {1},Comprovante de salário {0} falhou no lançamento da folha de pagamento {1}
Salary Slip {0} failed. You can resolve the {1} and retry {0}.,O comprovante de salário {0} falhou. Você pode resolver o {1} e tentar novamente {0}.
"Salary Slips already exist for employees {}, and will not be processed by this payroll.",Já existem recibos de salário para funcionários {} e não serão processados ​​por esta folha de pagamento.
Salary Slips submitted for period from {0} to {1},Comprovantes de salário enviados para o período de {0} a {1}
Salary Structure Assignment field,Campo Atribuição de Estrutura Salarial
Salary Structure must be submitted before submission of {0},A estrutura salarial deve ser enviada antes do envio de {0}
Salary Structure {0} does not belong to company {1},Estrutura Salarial {0} não pertence à empresa {1}
Salary Structures updated successfully,Estruturas Salariais atualizadas com sucesso
Salary Withholding,Retenção de salário
Salary Withholding Cycle,Ciclo de retenção salarial
Salary Withholding {0} already exists for employee {1} for the selected period,Já existe retenção de salário {0} para o funcionário {1} no período selecionado
"Salary components of type Provident Fund, Additional Provident Fund or Provident Fund Loan are not set up.","Não são constituídas componentes salariais do tipo Fundo de Previdência, Fundo de Previdência Complementar ou Empréstimo do Fundo de Previdência."
Salary components should be part of the Salary Structure.,Os componentes salariais devem fazer parte da Estrutura Salarial.
Salary slip emails have been enqueued for sending. Check {0} for status.,E-mails de comprovantes de salário foram enfileirados para envio. Verifique o status de {0}.
Sanctioned Amount,Valor Sancionado
Scheduled On,Agendado para
Scores,Pontuações
Search for Jobs,Pesquisar empregos
Select Interview Round First,Selecione a primeira rodada de entrevistas
Select Interview first,Selecione Entrevista primeiro
Select Payroll Frequency.,Selecione Frequência da folha de pagamento.
Select Shift Requests,Selecione solicitações de turno
Select the Employee for which you want to allocate leaves.,Selecione o funcionário para o qual deseja alocar licenças.
Select the Employee.,Selecione o Funcionário.
"Select the Leave Type like Sick leave, Privilege Leave, Casual Leave, etc.","Selecione o tipo de licença, como licença médica, licença privilegiada, licença casual, etc."
Select the date after which this Leave Allocation will expire.,Selecione a data após a qual esta alocação de licença expirará.
Select the date from which this Leave Allocation will be valid.,Selecione a data a partir da qual esta alocação de licença será válida.
Select the end date for your Leave Application.,Selecione a data de término do seu pedido de licença.
Select the start date for your Leave Application.,Selecione a data de início do seu pedido de licença.
Select this if you want shift assignments to be automatically created indefinitely.,Selecione esta opção se desejar que as atribuições de turno sejam criadas automaticamente indefinidamente.
"Select type of leave the employee wants to apply for, like Sick Leave, Privilege Leave, Casual Leave, etc.","Selecione o tipo de licença que o funcionário deseja solicitar, como Licença Médica, Licença Privilegiada, Licença Casual, etc."
Select your Leave Approver i.e. the person who approves or rejects your leaves.,"Selecione seu aprovador de licenças, ou seja, a pessoa que aprova ou rejeita suas licenças."
Self Appraisal,Autoavaliação
Self Appraisal Pending: {0},Autoavaliação pendente: {0}
Self Appraisal Score,Pontuação de autoavaliação
Self Score,Autopontuação
Self-approval for Expense Claims is not allowed,A autoaprovação para relatórios de despesas não é permitida
Self-approval for leaves is not allowed,A autoaprovação para licenças não é permitida
Send Exit Questionnaire,Enviar questionário de saída
Send Exit Questionnaires,Enviar questionários de saída
Send Interview Feedback Reminder,Enviar lembrete de feedback da entrevista
Send Interview Reminder,Enviar lembrete de entrevista
Send Leave Notification,Enviar notificação de licença
Sender Email,E-mail do remetente
Sending Failed due to missing email information for employee(s): {1},Falha no envio devido à falta de informações de e-mail do(s) funcionário(s): {1}
Sent Successfully: {0},Enviado com sucesso: {0}
Separation Activities,Atividades de Separação
Separation Begins On,A separação começa
"Set ""From(Year)"" and ""To(Year)"" to 0 for no upper and lower limit.","Defina ""From(Year)"" e ""To(Year)"" como 0 para nenhum limite superior e inferior."
Set Assignment Details,Definir detalhes da tarefa
Set Leave Details,Definir detalhes da licença
Set Relieving Date for Employee: {0},Definir data de demissão para funcionário: {0}
Set filters to fetch employees,Defina filtros para buscar funcionários
Set opening balances for earnings and taxes from the previous employer,Definir saldos iniciais para rendimentos e impostos do empregador anterior
Set optional filters to fetch employees in the appraisee list,Defina filtros opcionais para buscar funcionários na lista de avaliados
Set the frequency for holiday reminders,Defina a frequência dos lembretes de feriados
Set the properties that should be updated in the Employee master on promotion submission,Definir as propriedades que deverão ser atualizadas no cadastro de funcionários no envio da promoção
Set the status to {0} if required.,"Defina o status como {0}, se necessário."
Set {0} for selected employees,Definir {0} para funcionários selecionados
Settings Missing,Configurações ausentes
Settle all Payables and Receivables before submission,Liquidar todas as contas a pagar e a receber antes do envio
Shared document with the user {0} with 'Submit' permission,Documento compartilhado com o usuário {0} com permissão de 'Enviar'
Shift Actual End Time,Hora de término real do turno
Shift Actual Start Time,Mudar hora de início real
Shift Assignment Details,Detalhes da atribuição de turno
Shift Assignment Tool,Ferramenta de atribuição de turnos
Shift Assignments created for the schedule between {0} and {1} via background job,Atribuições de turno criadas para a programação entre {0} e {1} por meio de trabalho em segundo plano
Shift Attendance,Presença de turno
Shift Details,Detalhes do turno
Shift End Time,Hora de término do turno
Shift Location,Localização do turno
Shift Request Approver,Aprovador de solicitação de turno
Shift Request Filters,Filtros de solicitação de turno
Shift Requests ending before this date will be excluded.,Solicitações de turno que terminem antes desta data serão excluídas.
Shift Requests starting after this date will be excluded.,Solicitações de turno iniciadas após esta data serão excluídas.
Shift Schedule,Horário de turnos
Shift Schedule Assignment,Atribuição de horário de turno
Shift Settings,Configurações de turno
Shift Start Time,Hora de início do turno
Shift Status,Status do turno
Shift Timings,Horários dos turnos
Shift Tools,Ferramentas de mudança
Shift assignments for {0} after {1} are already created. Please change {2} date to a date later than {3} {4},As atribuições de turno para {0} após {1} já foram criadas. Altere a data de {2} para uma data posterior a {3} {4}
Shift has been successfully updated to {0}.,O turno foi atualizado com sucesso para {0}.
Show Leave Balances in Salary Slip,Mostrar saldos de licenças no comprovante de salário
Showing,Mostrando
Single Assignment,Tarefa Única
Skill Assessment,Avaliação de habilidades
Skills,Habilidades
Source and Rating,Fonte e classificação
Source and target shifts cannot be the same,As mudanças de origem e de destino não podem ser as mesmas
Staffing Details,Detalhes de pessoal
Standard Working Hours,Horário de trabalho padrão
Start date: {0},Data de início: {0}
Start time and end time cannot be same.,A hora de início e a hora de término não podem ser iguais.
Status for Other Half,Status para a outra metade
Submission Failed,Falha no envio
Submission of {0} before {1} is not allowed,O envio de {0} antes de {1} não é permitido
Submit Feedback,Enviar comentários
Submit Now,Enviar agora
Submit this Leave Application to confirm.,Envie este pedido de licença para confirmar.
Subsidiary companies have already planned for {1} vacancies at a budget of {2}. Staffing Plan for {0} should allocate more vacancies and budget for {3} than planned for its subsidiary companies,As empresas subsidiárias já planejaram {1} vagas com um orçamento de {2}. O Plano de Pessoal para {0} deve alocar mais vagas e orçamento para {3} do que o planejado para suas subsidiárias
Successfully created {0} for employees:,{0} criado com sucesso para funcionários:
Successfully {0} {1} for the following employees:,Com êxito {0} {1} para os seguintes funcionários:
Sum of all previous slabs,Soma de todas as lajes anteriores
Sync {0},Sincronizar {0}
Syntax error,Erro de sintaxe
Syntax error in condition: {0} in Income Tax Slab,Erro de sintaxe na condição: {0} na Laje do Imposto de Renda
Take Exact Completed Years,Pegue os anos completos exatos
Tax Deducted Till Date,Imposto deduzido até a data
Tax Exemption Declaration,Declaração de isenção fiscal
Taxable Earnings Till Date,Lucro tributável até a data
Taxable Income Relief Threshold Limit,Limite de Alívio de Renda Tributável
Taxes & Charges,Impostos e Taxas
The currency of {0} should be same as the company's default currency. Please select another account.,A moeda de {0} deve ser igual à moeda padrão da empresa. Selecione outra conta.
The date on which Salary Component with Amount will contribute for Earnings/Deduction in Salary Slip. ,Data em que o Componente Salarial com Valor contribuirá para Remuneração/Desconto no Comprovante de Salário.
The day of the month when leaves should be allocated,O dia do mês em que as licenças devem ser alocadas
The days between {0} to {1} are not valid holidays.,Os dias entre {0} e {1} não são feriados válidos.
The first Approver in the list will be set as the default Approver.,O primeiro aprovador da lista será definido como o aprovador padrão.
The fraction of Daily Salary per Leave should be between 0 and 1,A fração do Salário Diário por Licença deve estar entre 0 e 1
The metrics for this report are calculated based on the {0}. Please set {0} in {1}.,As métricas deste relatório são calculadas com base em {0}. Defina {0} em {1}.
The metrics for this report are calculated based on {0}. Please set {0} in {1}.,As métricas deste relatório são calculadas com base em {0}. Defina {0} em {1}.
There is no Salary Structure assigned to {0}. First assign a Salary Stucture.,Não há estrutura salarial atribuída a {0}. Primeiro atribua uma estrutura salarial.
There's no Employee with Salary Structure: {0}. Assign {1} to an Employee to preview Salary Slip,Não há Funcionário com Estrutura Salarial: {0}. Atribuir {1} a um funcionário para visualizar o comprovante de salário
"These leaves are holidays permitted by the company however, availing it is optional for an Employee.","Essas licenças são feriados permitidos pela empresa, porém seu aproveitamento é opcional para o Colaborador."
This action will prevent making changes to the linked appraisal feedback/goals.,Esta ação impedirá alterações nos comentários/metas da avaliação vinculada.
"This check-in is outside assigned shift hours and will not be considered for attendance. If a shift is assigned, adjust its time window and Fetch Shift again.","Este check-in ocorre fora do horário de turno designado e não será considerado para comparecimento. Se um turno for atribuído, ajuste sua janela de tempo e busque o turno novamente."
This compensatory leave will be applicable from {0}.,Esta licença compensatória será aplicável a partir de {0}.
This error can be due to invalid formula or condition.,Este erro pode ser devido a uma fórmula ou condição inválida.
This error can be due to invalid syntax.,Este erro pode ser devido a uma sintaxe inválida.
This error can be due to missing or deleted field.,Este erro pode ser devido a um campo ausente ou excluído.
This field allows you to set the maximum number of consecutive leaves an Employee can apply for.,Este campo permite definir o número máximo de licenças consecutivas a que um Colaborador pode candidatar-se.
